Exercise ID,Description FR,Description EN,Catégorie,Category,Name FR (niveau 1),Name EN (niveau 1),Name FR ( niveau 2),Name EN (niveau 2),Name FR niveau 3),Name EN (niveau 3),Movement duration,Repeat,Pause,Description Espagnol,Description Italien,Description Allemand
170,« Bill déballe des boules et des balles. »,"""Bill builds big bells and balls.""",AVC,CVA,Articulation,Articulation,Phrases,Sentences,,,12,4,10,« Billo dobla dulces y doble bola.»,« Billo dona bulle e dolci. »,„Ben baut Bälle und Beile..“
171,« La mule a bu tant qu’elle a pu. »,"""My menu includes tofu and fondue.""",AVC,CVA,Articulation,Articulation,Phrases,Sentences,,,12,4,10,« Mi menú incluye tofu y bambú. »,« Il menu era blu e poi bevve il tè flu. »,„Die Kuh schlug zu und trank im Nu.“
172, « Armand n’a ni ami ni nana. »,"""Annie never knew a mini animal named Anna.""",AVC,CVA,Articulation,Articulation,Phrases,Sentences,,,12,4,10,"« Ana ama a amigos, ni nana ni nadie. »","« Anni ama amici, ma non ama nani. »","„Anni nimmt nie einen Mini, aber Nana mag ihn.“"
196,"Produisez le mouvement de mastication, lentement, tout en maintenant le haut du visage au repos.","Perform the chewing movement slowly, while keeping the upper part of the face relaxed.",Contrôle des syncinésies,Control of synkinesis,Par activité fonctionnelle,By functional activity,Déglutition,Swallowing,,,12,4,10,"Realice el movimiento de masticar, lentamente, mientras mantiene la parte superior del rostro relajada.","Esegua il movimento di masticazione, lentamente, mantenendo rilassata la parte superiore del viso.","Führen Sie die Kaubewegung langsam aus, während Sie den oberen Teil des Gesichts entspannt halten."
199,"Produisez les sons /p/ et /b/, puis /pa/, bé/.","Produce the sounds /p/ and /b/, then  /pa/ and /ba/",Articulation,Articulation,Phonèmes,Phonemes,Parole,Speech,,,12,4,10,"Produzca los sonidos /p/ y /b/, luego /pa/ y /bé/.","Produca i suoni /p/ e /b/, poi /pa/ e /bé/.","Produzieren Sie die Laute /p/ und /b/, dann /pa/ und /bé/."
200,Produisez les mots /papa/ puis /bébé/.,Say the words /dad/ then /baby/,Articulation,Articulation,Phonèmes,Phonemes,Mots,Words,,,12,4,10,Produzca las palabras /papa/ y luego /bebé/.,Produca le parole /papa/ e poi /bebé/.,Produzieren Sie die Wörter /papa/ und dann /baby/.
214,« La mouche rousse touche la mousse. »,"""The rough moose moves loose.""",AVC,CVA,Articulation,Articulation,Phrases,Sentences,,,12,4,10,« Mucho ruido cruza muchas rusas. »,« Molto lusso muove l'uso del flusso. »,„Rudi muss raus und raus aus dem Haus.“
215,"« Si ça se passe ainsi, c’est sans souci. »","""Since Sam seeks simplicity, Steve stays messy.""",AVC,CVA,Articulation,Articulation,Phrases,Sentences,,,12,4,10,"« Si Sergio sigue así, será sin frenesí. »","« Se Silvia sorride così, sarà senza problemi, sì. »","„Susi sieht Sven, sie singt und springt.“"
233,« Des fruits frais froids.»,"""Fresh frozen fruits.""",AVC,CVA,Articulation,Articulation,Phrases,Sentences,,,12,4,10,« Frutas frías frescas. »,« Frutti freschi freddi. »,"„Frische, frostige Früchte.“"
238,« Ni Nina ni Ninon n’ont d’ananas. »,"""Neither Nina nor Nita's noted names.""",AVC,CVA,Articulation,Articulation,Phrases,Sentences,,,12,4,10,« Ni Nino ni Nana son como Namón. »,« Né Nino né Nana non vedon Napolón. »,„Niemand nennt Nina und Norbert Nonnen.“
239,« Les roues sur la rue roulent. »,"""Rudy rushes round rural rules.""",AVC,CVA,Articulation,Articulation,Phrases,Sentences,,,12,4,10,« Rulos ruedan rumbo a rumbos rulados. »,« Ruote ruotano rumo a ruoli rullanti. »,„Runde Räder rollen ruhig rund.“
240,"« Si ceci se sait, ces soins sont sans succès ! »","""Sam says some seeds, then Sarah seeks some needs.""",AVC,CVA,Articulation,Articulation,Phrases,Sentences,,,12,4,10,"« Si Sergio se siente, su sueño es valiente. »","« Se sei sempre sincero, sei senza pensiero. »","„Siehst du sie so, sie sagt’s sehr froh.“"
241,"« À l’île aux Lilas, le loup lit la loi. »","""Luke lives on Lily Lane, he loves the law.""",AVC,CVA,Articulation,Articulation,Phrases,Sentences,,,12,4,10,"« Luis lee lilas, luego lucha con la ley. »","« Luca legge lilà, lui loda la legge. »","„Lukas liest Lilien, liebt und lobt das Gesetz.“"
242,« Trois tortues tristes trottent sur le trottoir. »,"""Ten tricky turtles trot toward the tree.""",AVC,CVA,Articulation,Articulation,Phrases,Sentences,,,12,4,10,« Tres tristes tortugas trotan tras el trono. »,« Tre tartarughe tristi trottano tra i tronchi. »,„Trotz trauriger Träume traben treue Tiere.“
243,« Pépé et Mémé pouponnent le poupon. »,"""Papa and Mama pamper the plump pawn.""",AVC,CVA,Articulation,Articulation,Phrases,Sentences,,,12,4,10,« Pepe y Meme miman al mimito. »,« Pippo e Mimo mimano il piccolo. »,„Peter putzt Puppen und pumpt Ponton.“
244,« Barnabé est un bien beau bandit barbu. »,"""Barney bought a big, bold bandit with a bushy beard.""",AVC,CVA,Articulation,Articulation,Phrases,Sentences,,,12,4,10,« Bartolo bebe bajo el buen barbero. »,« Barnaba beve bene e balla sotto il barbone. »,„Barney baut bald böse Bären und bunte Büsche.“
245,« Trois très gros rats tapis dans leur trou.»,"""Three grand trolls track towards the ground.""",AVC,CVA,Articulation,Articulation,Phrases,Sentences,,,12,4,10,« Tres grandes gritos tapados tras un truco. »,« Tre grandi grotte tappate tra trucchi. »,„Drei große Gruben tapern tief unten.“
264,Faire passer l’air d’une joue à l’autre.,Move the air from one cheek to the other.,AVC,CVA,Scellement labial,Labial sealing,Tiers médian,Median Third,Joue,Cheek,12,4,10,Haga pasar el aire de una mejilla a la otra.,Faccia passare l'aria da una guancia all'altra.,Lassen Sie die Luft von einer Wange zur anderen wandern.
388,"Levez doucement les sourcils, avec un PETIT mouvement, en appuyant subtilement la langue contre votre palais.","Raise your eyebrows gently, with a SMALL movement, while subtly pressing your tongue against your palate.",Péri-opératoire,Perioperative.,Greffe 12e nerf,12th nerve graft,Tiers supérieur,Superior Third,Actif,Active,12,4,10,"Levante suavemente las cejas, con un PEQUEÑO movimiento, presionando sutilmente la lengua contra su paladar.","Alzi delicatamente le sopracciglia, con un PICCOLO movimento, premendo sottilmente la lingua contro il palato.","Heben Sie sanft die Augenbrauen, mit einer KLEINEN Bewegung, während Sie Ihre Zunge subtil gegen Ihren Gaumen drücken."
388,"Levez doucement les sourcils, avec un PETIT mouvement, en appuyant subtilement la langue contre votre palais. Accompagnez le mouvement avec votre doigt. ","Raise your eyebrows gently, with a SMALL movement, while subtly pressing your tongue against your palate. Accompany the movement with your finger.",Péri-opératoire,Perioperative.,Greffe 12e nerf,12th nerve graft,Tiers supérieur,Superior Third,Actif assisté,Active-assisted,12,4,10,"Levante suavemente las cejas, con un PEQUEÑO movimiento, presionando sutilmente la lengua contra su paladar. Acompañe el movimiento con su dedo.","Alzi delicatamente le sopracciglia, con un PICCOLO movimento, premendo sottilmente la lingua contro il palato. Accompagni il movimento con il dito.","Heben Sie sanft die Augenbrauen, mit einer KLEINEN Bewegung, während Sie Ihre Zunge subtil gegen Ihren Gaumen drücken. Begleiten Sie die Bewegung mit Ihrem Finger."
389,"Froncez doucement les sourcils, avec un PETIT mouvement, en appuyant subtilement la langue contre votre palais.  ","Frown gently, with a SMALL movement, while subtly pressing your tongue against your palate.",Péri-opératoire,Perioperative.,Greffe 12e nerf,12th nerve graft,Tiers supérieur,Superior Third,Actif,Active,12,4,10,"Frunza suavemente el ceño, con un PEQUEÑO movimiento, presionando sutilmente la lengua contra su paladar.","Corrughi delicatamente la fronte, con un PICCOLO movimento, premendo sottilmente la lingua contro il palato.","Runzeln Sie sanft die Stirn, mit einer KLEINEN Bewegung, während Sie Ihre Zunge subtil gegen Ihren Gaumen drücken."
389,"Froncez doucement les sourcils, avec un PETIT mouvement, en appuyant subtilement la langue contre votre palais. Accompagnez le mouvement avec votre doigt. ","Frown gently, with a SMALL movement, while subtly pressing your tongue against your palate. Accompany the movement with your finger.",Péri-opératoire,Perioperative.,Greffe 12e nerf,12th nerve graft,Tiers supérieur,Superior Third,Actif assisté,Active-assisted,12,4,10,"Frunza suavemente el ceño, con un PEQUEÑO movimiento, presionando sutilmente la lengua contra su paladar. Acompañe el movimiento con su dedo.","Corrughi delicatamente la fronte, con un PICCOLO movimento, premendo sottilmente la lingua contro il palato. Accompagni il movimento con il dito.","Runzeln Sie sanft die Stirn, mit einer KLEINEN Bewegung, während Sie Ihre Zunge subtil gegen Ihren Gaumen drücken. Begleiten Sie die Bewegung mit Ihrem Finger."
390,"Levez doucement les narines, avec un PETIT mouvement, en appuyant subtilement la langue contre votre palais.   ","Raise your nostrils gently, with a SMALL movement, while subtly pressing your tongue against your palate.",Péri-opératoire,Perioperative.,Greffe 12e nerf,12th nerve graft,Tiers médian,Median Third,Actif,Active,12,4,10,"Levante suavemente las fosas nasales, con un PEQUEÑO movimiento, presionando sutilmente la lengua contra su paladar.","Alzi delicatamente le narici, con un PICCOLO movimento, premendo sottilmente la lingua contro il palato.","Heben Sie sanft die Nasenflügel, mit einer KLEINEN Bewegung, während Sie Ihre Zunge subtil gegen Ihren Gaumen drücken."
390,"Levez doucement les narines, avec un PETIT mouvement, en appuyant subtilement la langue contre votre palais. Accompagnez le mouvement avec votre doigt. ","Raise your nostrils gently, with a SMALL movement, while subtly pressing your tongue against your palate. Accompany the movement with your finger.",Péri-opératoire,Perioperative.,Greffe 12e nerf,12th nerve graft,Tiers médian,Median Third,Actif assisté,Active-assisted,12,4,10,"Levante suavemente las fosas nasales, con un PEQUEÑO movimiento, presionando sutilmente la lengua contra su paladar. Acompañe el movimiento con su dedo.","Alzi delicatamente le narici, con un PICCOLO movimento, premendo sottilmente la lingua contro il palato. Accompagni il movimento con il dito.","Heben Sie sanft die Nasenflügel, mit einer KLEINEN Bewegung, während Sie Ihre Zunge subtil gegen Ihren Gaumen drücken. Begleiten Sie die Bewegung mit Ihrem Finger."
391,"Souriez doucement, avec un PETIT mouvement, en appuyant subtilement la langue contre votre palais.   ","Smile gently, with a SMALL movement, while subtly pressing your tongue against your palate.",Péri-opératoire,Perioperative.,Greffe 12e nerf,12th nerve graft,Tiers médian,Median Third,Actif,Active,12,4,10,"Sonría suavemente, con un PEQUEÑO movimiento, presionando sutilmente la lengua contra su paladar.","Sorrida delicatamente, con un PICCOLO movimento, premendo sottilmente la lingua contro il palato.","Lächeln Sie sanft, mit einer KLEINEN Bewegung, während Sie Ihre Zunge subtil gegen Ihren Gaumen drücken."
391,"Souriez doucement, avec un PETIT mouvement, en appuyant subtilement la langue contre votre palais. Accompagnez le mouvement avec votre doigt. ","Smile gently, with a SMALL movement, while subtly pressing your tongue against your palate. Accompany the movement with your finger.",Péri-opératoire,Perioperative.,Greffe 12e nerf,12th nerve graft,Tiers médian,Median Third,Actif assisté,Active-assisted,12,4,10,"Sonría suavemente, con un PEQUEÑO movimiento, presionando sutilmente la lengua contra su paladar. Acompañe el movimiento con su dedo.","Sorrida delicatamente, con un PICCOLO movimento, premendo sottilmente la lingua contro il palato. Accompagni il movimento con il dito.","Lächeln Sie sanft, mit einer KLEINEN Bewegung, während Sie Ihre Zunge subtil gegen Ihren Gaumen drücken. Begleiten Sie die Bewegung mit Ihrem Finger."
392,"Faites un bec, avec un PETIT mouvement, en appuyant subtilement la langue contre votre palais.   ","Pucker your lips, with a SMALL movement, while subtly pressing your tongue against your palate.",Péri-opératoire,Perioperative.,Greffe 12e nerf,12th nerve graft,Tiers médian,Median Third,Actif,Active,12,4,10,"Haga un pico, con un PEQUEÑO movimiento, presionando sutilmente la lengua contra su paladar.","Faccia un becco, con un PICCOLO movimento, premendo sottilmente la lingua contro il palato.","Machen Sie einen Kussmund, mit einer KLEINEN Bewegung, während Sie Ihre Zunge subtil gegen Ihren Gaumen drücken."
392,"Faites un bec, avec un PETIT mouvement, en appuyant subtilement la langue contre votre palais. Accompagnez le mouvement avec votre doigt. ","Pucker your lips, with a SMALL movement, while subtly pressing your tongue against your palate. Accompany the movement with your finger.",Péri-opératoire,Perioperative.,Greffe 12e nerf,12th nerve graft,Tiers médian,Median Third,Actif assisté,Active-assisted,12,4,10,"Haga un pico, con un PEQUEÑO movimiento, presionando sutilmente la lengua contra su paladar. Acompañe el movimiento con su dedo.","Faccia un becco, con un PICCOLO movimento, premendo sottilmente la lingua contro il palato. Accompagni il movimento con il dito.","Machen Sie einen Kussmund, mit einer KLEINEN Bewegung, während Sie Ihre Zunge subtil gegen Ihren Gaumen drücken. Begleiten Sie die Bewegung mit Ihrem Finger."
393,"Faites une moue de dégout en étirant doucement les coins de la bouche vers le bas, avec un PETIT mouvement, en appuyant subtilement la langue contre votre palais.  ","Make a disgusted pout by gently stretching the corners of your mouth downward, with a SMALL movement, while subtly pressing your tongue against your palate.",Péri-opératoire,Perioperative.,Greffe 12e nerf,12th nerve graft,Tiers inférieur,Inferior Third,Actif,Active,12,4,10,"Haga una mueca de desagrado estirando suavemente las comisuras de la boca hacia abajo, con un PEQUEÑO movimiento, presionando sutilmente la lengua contra su paladar.","Faccia una smorfia di disgusto allungando delicatamente gli angoli della bocca verso il basso, con un PICCOLO movimento, premendo sottilmente la lingua contro il palato.","Machen Sie ein angewidertes Gesicht, indem Sie die Mundwinkel sanft nach unten ziehen, mit einer KLEINEN Bewegung, während Sie Ihre Zunge subtil gegen Ihren Gaumen drücken."
393,"Faites une moue de dégout en étirant doucement les coins de la bouche vers le bas, avec un PETIT mouvement, en appuyant subtilement la langue contre votre palais. Accompagnez le mouvement avec votre doigt. ","Make a disgusted pout by gently pulling the corners of your mouth downward with a SMALL movement, while subtly pressing your tongue against your palate. Accompany the movement with your finger.",Péri-opératoire,Perioperative.,Greffe 12e nerf,12th nerve graft,Tiers inférieur,Inferior Third,Actif assisté,Active-assisted,12,4,10,"Haga una mueca de desagrado estirando suavemente las comisuras de la boca hacia abajo, con un PEQUEÑO movimiento, presionando sutilmente la lengua contra su paladar. Acompañe el movimiento con su dedo.","Faccia una smorfia di disgusto allungando delicatamente gli angoli della bocca verso il basso, con un PICCOLO movimento, premendo sottilmente la lingua contro il palato. Accompagni il movimento con il dito.","Machen Sie ein angewidertes Gesicht, indem Sie die Mundwinkel sanft nach unten ziehen, mit einer KLEINEN Bewegung, während Sie Ihre Zunge subtil gegen Ihren Gaumen drücken. Begleiten Sie die Bewegung mit Ihrem Finger."
394,"Prononcez doucement le son ''CHH"" en sentant les lèvres s'arrondir de façon équilibrée",Gently pronounce the sound 'CHH' while feeling your lips round evenly.,Articulation ,Articulation,Phonèmes,Phonemes,,,,,12,4,10,"Pronuncie suavemente el sonido ""CHH"" sintiendo que los labios se redondean de manera equilibrada.","Pronunci dolcemente il suono ""CHH"" sentendo le labbra arrotondarsi in modo equilibrato.","Sprechen Sie sanft den Laut ""CHH"" aus und spüren Sie, wie sich die Lippen gleichmäßig runden."
394,"Prononcez doucement le son ''CHH"" en sentant les lèvres s'arrondir de façon équilibrée",Gently pronounce the sound 'CHH' while feeling your lips round evenly.,AVC,CVA,Articulation,Articulation,Phonèmes,Phonemes,,,12,4,10,"Pronuncie suavemente el sonido ""CHH"" sintiendo que los labios se redondean de manera equilibrada.","Pronunci dolcemente il suono ""CHH"" sentendo le labbra arrotondarsi in modo equilibrato.","Sprechen Sie sanft den Laut ""CHH"" aus und spüren Sie, wie sich die Lippen gleichmäßig runden."
395,"Parlez doucement en portant attention aux sons 'i' et 'é' dans les phrases, de manière à sentir l'étirement des lèvres du côté paralysé SANS CRÉER DE tension ailleurs dans le visage.","Speak softly, paying attention to the 'i' and 'é' sounds in the sentences, ensuring you feel the stretch of the lips on the paralyzed side WITHOUT CREATING any tension elsewhere in the face",Articulation ,Articulation,Fonctionnel,Functional,,,,,12,4,10,"Hablen suavemente, prestando atención a los sonidos 'i' y 'é' en las frases, de manera que sientan el estiramiento de los labios del lado paralizado SIN CREAR tensión en ninguna otra parte de la cara.","Parlate dolcemente, prestando attenzione ai suoni 'i' e 'é' nelle frasi, in modo da sentire l'allungamento delle labbra sul lato paralizzato SENZA CREARE tensione altrove nel viso.","Sprechen Sie leise, achten Sie auf die Laute i und é in den Sätzen, sodass Sie das Dehnen der Lippen auf der gelähmten Seite spüren, OHNE ANDERE SPANNUNG im Gesicht zu erzeugen."
414,Prononcez «i» sans forcer. Superposez ce que vous sentez et ce que vous voyez.,Pronounce «i» without forcing. Superpose what you feel and see.,Articulation,Articulation,Phonèmes,Phonemes,,,,,12,4,10,,,
414,Prononcez «i» sans forcer. Superposez ce que vous sentez et ce que vous voyez.,Pronounce «i» without forcing. Superpose what you feel and see.,AVC,CVA,Articulation,Articulation,Phonèmes,Phonemes,,,12,4,10,Pronuncie «i» sin forzar. Superponga lo que siente y lo que ve.,Pronunci «i» senza forzare. Sovrapponga ciò che sente e ciò che vede.,"Sprechen Sie «i» aus, ohne zu erzwingen. Überlagern Sie, was Sie fühlen und was Sie sehen."
415,Prononcez «u» sans forcer. Superposez ce que vous sentez et ce que vous voyez.,Pronounce «u» without forcing. Superpose what you feel and see.,Articulation,Articulation,Phonèmes,Phonemes,,,,,12,4,10,Pronuncie «u» sin forzar. Superponga lo que siente y lo que ve.,Pronunci «u» senza forzare. Sovrapponga ciò che sente e ciò che vede.,"Sprechen Sie «u» aus, ohne zu erzwingen. Überlagern Sie, was Sie fühlen und was Sie sehen."
415,Prononcez «u» sans forcer. Superposez ce que vous sentez et ce que vous voyez., Pronounce «u» without forcing. Superpose what you feel and see.,AVC,CVA,Articulation,Articulation,Phonèmes,Phonemes,,,12,4,10,Pronuncie «u» sin forzar. Superponga lo que siente y lo que ve.,Pronunci «u» senza forzare. Sovrapponga ciò che sente e ciò che vede.,"Sprechen Sie «u» aus, ohne zu erzwingen. Überlagern Sie, was Sie fühlen und was Sie sehen."
416,Prononcez «o» sans forcer. Superposez ce que vous sentez et ce que vous voyez., Pronounce «o» without forcing. Superpose what you feel and see.,Articulation,Articulation,Phonèmes,Phonemes,,,,,12,4,10,Pronuncie «o» sin forzar. Superponga lo que siente y lo que ve.,Pronunci «o» senza forzare. Sovrapponga ciò che sente e ciò che vede.,"Sprechen Sie «o» aus, ohne zu erzwingen. Überlagern Sie, was Sie fühlen und was Sie sehen."
416,Prononcez «o» sans forcer. Superposez ce que vous sentez et ce que vous voyez., Pronounce «o» without forcing. Superpose what you feel and see.,AVC,CVA,Articulation,Articulation,Phonèmes,Phonemes,,,12,4,10,Pronuncie «o» sin forzar. Superponga lo que siente y lo que ve.,Pronunci «o» senza forzare. Sovrapponga ciò che sente e ciò che vede.,"Sprechen Sie «o» aus, ohne zu erzwingen. Überlagern Sie, was Sie fühlen und was Sie sehen."
417,Prononcez «a» sans forcer. Superposez ce que vous sentez et ce que vous voyez., Pronounce «a» without forcing. Superpose what you feel and see.,Articulation,Articulation,Phonèmes,Phonemes,,,,,12,4,10,Pronuncie «a» sin forzar. Superponga lo que siente y lo que ve.,Pronunci «a» senza forzare. Sovrapponga ciò che sente e ciò che vede.,"Sprechen Sie «a» aus, ohne zu erzwingen. Überlagern Sie, was Sie fühlen und was Sie sehen."
417,Prononcez «a» sans forcer. Superposez ce que vous sentez et ce que vous voyez., Pronounce «a» without forcing. Superpose what you feel and see.,AVC,CVA,Articulation,Articulation,Phonèmes,Phonemes,,,12,4,10,Pronuncie «a» sin forzar. Superponga lo que siente y lo que ve.,Pronunci «a» senza forzare. Sovrapponga ciò che sente e ciò che vede.,"Sprechen Sie «a» aus, ohne zu erzwingen. Überlagern Sie, was Sie fühlen und was Sie sehen."
418,Prononcez «f» sans forcer. Superposez ce que vous sentez et ce que vous voyez., Pronounce «f» without forcing. Superpose what you feel and see.,Articulation,Articulation,Phonèmes,Phonemes,,,,,12,4,10,Pronuncie «f» sin forzar. Superponga lo que siente y lo que ve.,Pronunci «f» senza forzare. Sovrapponga ciò che sente e ciò che vede.,"Sprechen Sie «f» aus, ohne zu erzwingen. Überlagern Sie, was Sie fühlen und was Sie sehen."
418,Prononcez «f» sans forcer. Superposez ce que vous sentez et ce que vous voyez., Pronounce «f» without forcing. Superpose what you feel and see.,AVC,CVA,Articulation,Articulation,Phonèmes,Phonemes,,,12,4,10,Pronuncie «f» sin forzar. Superponga lo que siente y lo que ve.,Pronunci «f» senza forzare. Sovrapponga ciò che sente e ciò che vede.,"Sprechen Sie «f» aus, ohne zu erzwingen. Überlagern Sie, was Sie fühlen und was Sie sehen."
430,"Souriez progressivement en faisant de l'espace entre vos joues et vos dents. Touchez le cou pour vous assurez qu'il ne se contracte pas. Puis, focalisez sur vos pommettes saillantes et sur le sentiment de bonheur.","Gradually smile while creating space between your cheeks and teeth. Touch your neck to ensure it doesn't contract. Then, focus on your prominent cheekbones and the feeling of happiness",Contrôle des syncinésies,Control of synkinesis,Par groupe synkinétique,By synkinetic group,Syncinésies du cou,Neck synkinesis,,,12,4,10,"Sonría gradualmente creando espacio entre sus mejillas y sus dientes. Toque su cuello para asegurarse de que no se contraiga. Luego, concéntrese en sus pómulos prominentes y en la sensación de felicidad.","Sorrida gradualmente creando spazio tra le guance e i denti. Tocchi il collo per assicurarsi che non si contragga. Poi, si concentri sugli zigomi sporgenti e sul sentimento di felicità.","Lächeln Sie allmählich, indem Sie Platz zwischen Ihren Wangen und Ihren Zähnen schaffen. Berühren Sie Ihren Hals, um sicherzustellen, dass er sich nicht anspannt. Konzentrieren Sie sich dann auf Ihre markanten Wangenknochen und das Gefühl von Glück."
432,Faites la moue en sentant les coins des lèvres descendre. Complétez le mouvement avec le doigt. Serrez légèrement les dents et collez la langue au palais. Finissez en pensant à l'émotion de tristesse qui accompagne la moue.,Pout while feeling the corners of your lips move downward. Complete the movement with your finger. Lightly clench your teeth and press your tongue against your palate. Finish by thinking of the emotion of sadness that accompanies the pout.,Péri-opératoire,Perioperative.,Greffe 12e nerf,12th nerve graft,Tiers inférieur,Inferior Third ,Actif assisté,Active-assisted,12,4,10,Haga una mueca sintiendo que las comisuras de los labios bajan. Complete el movimiento con el dedo. Apriete ligeramente los dientes y pegue la lengua al paladar. Termine pensando en la emoción de tristeza que acompaña a la mueca.,Faccia il broncio sentendo gli angoli delle labbra scendere. Completi il movimento con il dito. Stringa leggermente i denti e attacchi la lingua al palato. Finisca pensando all'emozione di tristezza che accompagna il broncio.,"Machen Sie einen Schmollmund und spüren Sie, wie die Mundwinkel nach unten gehen. Vervollständigen Sie die Bewegung mit Ihrem Finger. Beißen Sie leicht die Zähne zusammen und drücken Sie die Zunge an den Gaumen. Beenden Sie, indem Sie an das Gefühl der Traurigkeit denken, das den Schmollmund begleitet."
,Mastiquez doucement en sentant précisément les lèvres qui demeurent scellées,Chew slowly and feel precisely around the lips that keep being sealed,AVC,CVA,Déglutition,Swallowing,Fonctionnel,Functional,,,12,4,10,Mastica suavemente sintiendo la actividad muscular precisamente alrededor de la boca.,Mastica delicatamente sentendo l'attività muscolare precisamente intorno alla bocca.,Kaut sanft und spürt die Muskelaktivität genau um den Mund herum.
53,Faire un rond avec les lèvres et sentir que les lèvres avancent de manière symétrique.,Round your lips and feel them coming togehter in a symetrical way,Expressions faciales,Facial expressions,Groupe musculaire,Muscle group,Tiers médian,Median Third,,,12,4,10,Haz un círculo con los labios y siente que los labios avanzan de manera simétrica.,Fai un cerchio con le labbra e senti che le labbra avanzano in modo simmetrico.,"Macht einen Kreis mit den Lippen und spürt, dass die Lippen symmetrisch vorwärts gehen."
