Exercise ID,Movement Duration,Repetition,Pause,Description FR,Description EN,Description DE,Description ES,Description IT,Description PT,Category FR,Category Sub Level 1 FR,Category Sub Level 2 FR,Category Sub Level 3 FR,Category EN,Category Sub Level 1 EN,Category Sub Level 2 EN,Category Sub Level 3 EN,Category DE,Category Sub Level 1 DE,Category Sub Level 2 DE,Category Sub Level 3 DE,Category ES,Category Sub Level 1 ES,Category Sub Level 2 ES,Category Sub Level 3 ES,Category IT,Category Sub Level 1 IT,Category Sub Level 2 IT,Category Sub Level 3 IT,Category PT,Category Sub Level 1 PT,Category Sub Level 2 PT,Category Sub Level 3 PT
55,12,4,10,Faîtes un bec en pensant à quelqu’un que vous aimez et sentez l’absence de contractions autour de l’oeil (référez au côté sain).,Make a kissy face while thinking of someone you love and feel the absence of contractions around the eye (refer to the healthy side).,"Gebt einen Kuss, während ihr an jemanden denkt, den ihr liebt, und spürt die Abwesenheit von Kontraktionen um das Auge (bezieht euch auf die gesunde Seite).",Haz un beso pensando en alguien que amas y siente la ausencia de contracciones alrededor del ojo (refiérete al lado sano).,Fai un bacio pensando a qualcuno che ami e senti l’assenza di contrazioni attorno all’occhio (riferisciti al lato sano).,Faça um bico pensando em alguém que você ama e sinta a ausência de contrações ao redor do olho (refira-se ao lado saudável).,Contrôle des syncinésies,Par activité fonctionnelle,Émotions,,Control of synkinesis,By functional activity,Emotions,,Kontrolle von Synkinesien,Nach funktionaler Aktivität,Emotionen,,Control de sinquinesias,Por actividad funcional.,Emociones,,Controllo delle sincinesie,Per attività funzionale,Emozioni,,Controlo das sinergias.,Por atividade funcional,Emoções,
55,12,4,10,Faîtes un bec en pensant à quelqu’un que vous aimez et sentez l’absence de contractions autour de l’oeil (référez au côté sain).,Make a kissy face while thinking of someone you love and feel the absence of contractions around the eye (refer to the healthy side).,"Gebt einen Kuss, während ihr an jemanden denkt, den ihr liebt, und spürt die Abwesenheit von Kontraktionen um das Auge (bezieht euch auf die gesunde Seite).",Haz un beso pensando en alguien que amas y siente la ausencia de contracciones alrededor del ojo (refiérete al lado sano).,Fai un bacio pensando a qualcuno che ami e senti l’assenza di contrazioni attorno all’occhio (riferisciti al lato sano).,Faça um bico pensando em alguém que você ama e sinta a ausência de contrações ao redor do olho (refira-se ao lado saudável).,Contrôle des syncinésies,Par groupe synkinétique,Syncinésies de l’oeil,,Control of synkinesis,By synkinetic group,Eye synkinesis,,Kontrolle von Synkinesien,Nach synkinetischen Gruppen,Augenbewegungssynchronisation,,Control de sinquinesias,Por grupo sincinético.,Sincinesias del ojo.,,Controllo delle sincinesie,Per gruppo synkinetico.,Sinergie dell'occhio,,Controlo das sinergias.,Por grupo sinérgico.,Sincinesias oculares,
56,12,4,10,Alternez les voyelles a-o. Concentrez-vous sur la symétrie du visage.,Alternate the vowels a-o. Focus on the symmetry of the face.,Wechselt zwischen den Vokalen a-o. Konzentriert euch auf die Symmetrie des Gesichts.,Alterna las vocales a-o. Concéntrate en la simetría de la cara.,Alterna le vocali a-o. Concentrati sulla simmetria del viso.,Alterne as vogais a-o. Concentre-se na simetria do rosto.,Articulation,Phonèmes,,,Articulation,Phonemes,,,Gelenkung,Laute,,,Articulación,Fonemas,,,Articolazione,Fonemi,,,Articulação,Fonemas,,
56,12,4,10,Alternez les voyelles a-o. Concentrez-vous sur la symétrie du visage.,Alternate the vowels a-o. Focus on the symmetry of the face.,Wechselt zwischen den Vokalen a-o. Konzentriert euch auf die Symmetrie des Gesichts.,Alterna las vocales a-o. Concéntrate en la simetría de la cara.,Alterna le vocali a-o. Concentrati sulla simmetria del viso.,Alterne as vogais a-o. Concentre-se na simetria do rosto.,AVC,Articulation,Phonèmes,,CVA,Articulation,Phonemes,,Schlaganfall,Gelenkung,Laute,,ACV (Accidente Cerebrovascular),Articulación,Fonemas,,ICTUS,Articolazione,Fonemi,,AVC (Acidente Vascular Cerebral),Articulação,Fonemas,
57,12,4,10,Alternez les voyelles i-u. Concentrez-vous sur la symétrie du visage.,Alternate the vowels i-u. Focus on the symmetry of the face.,Wechselt zwischen den Vokalen i-u. Konzentriert euch auf die Symmetrie des Gesichts.,Alterna las vocales i-u. Concéntrate en la simetría de la cara.,Alterna le vocali i-u. Concentrati sulla simmetria del viso.,Altere as vogais i-u. Concentre-se na simetria do rosto.,Articulation,Phonèmes,,,Articulation,Phonemes,,,Gelenkung,Laute,,,Articulación,Fonemas,,,Articolazione,Fonemi,,,Articulação,Fonemas,,
57,12,4,10,Alternez les voyelles i-u. Concentrez-vous sur la symétrie du visage.,Alternate the vowels i-u. Focus on the symmetry of the face.,Wechselt zwischen den Vokalen i-u. Konzentriert euch auf die Symmetrie des Gesichts.,Alterna las vocales i-u. Concéntrate en la simetría de la cara.,Alterna le vocali i-u. Concentrati sulla simmetria del viso.,Altere as vogais i-u. Concentre-se na simetria do rosto.,AVC,Articulation,Phonèmes,,CVA,Articulation,Phonemes,,Schlaganfall,Gelenkung,Laute,,ACV (Accidente Cerebrovascular),Articulación,Fonemas,,ICTUS,Articolazione,Fonemi,,AVC (Acidente Vascular Cerebral),Articulação,Fonemas,
58,12,4,10,Faites une série de /papapa/ en pressant fermement les lèvres l’une contre l’autre. Pensez-bien à faire exploser les lèvres.,Make a series of /papapa/ while pressing your lips firmly together. Be sure to pop your lips.,"Macht eine Serie von /papapa/, indem ihr die Lippen fest aufeinander drückt. Denkt daran, die Lippen explodieren zu lassen.",Haz una serie de /papapa/ presionando firmemente los labios uno contra el otro. Asegúrate de hacer estallar los labios.,Fai una serie di /papapa/ premendo fermamente le labbra l’una contro l’altra. Ricorda di far esplodere le labbra.,Faça uma série de /papapa/ pressionando firmemente os lábios um contra o outro. Certifique-se de estourar os lábios.,AVC,Articulation,Phonèmes,,CVA,Articulation,Phonemes,,Schlaganfall,Gelenkung,Laute,,ACV (Accidente Cerebrovascular),Articulación,Fonemas,,ICTUS,Articolazione,Fonemi,,AVC (Acidente Vascular Cerebral),Articulação,Fonemas,
59,12,4,10,"Prononcez le mot ""oui"" à répétition en vous concentrant sur la symétrie du visage. Portez attention aux micro-mouvements et aux micro-sensations.",Repeat the word ’yes’ while focusing on the symmetry of your face. Pay attention to the micro-movements and micro-sensations.,"Spricht den Laut ""ja"" wiederholt aus und konzentriert euch auf die Symmetrie des Gesichts. Achtet auf Mikrobewegungen und Mikrosensationen.","Pronuncia el sonido ""sí"" repetidamente concentrándote en la simetría de la cara. Presta atención a los micro-movimientos y micro-sensaciones.","Pronuncia il suono ""sì"" ripetutamente concentrandoti sulla simmetria del viso. Fai attenzione ai micro-movimenti e alle micro-sensazioni.","Pronuncie a palavra ""sim"" repetidamente, concentrando-se na simetria do rosto. Preste atenção aos micro-movimentos e às micro-sensações.",AVC,Articulation,Mots,,CVA,Articulation,Words,,Schlaganfall,Gelenkung,Wörter,,ACV (Accidente Cerebrovascular),Articulación,Palabras,,ICTUS,Articolazione,Parole,,AVC (Acidente Vascular Cerebral),Articulação,Palavras,
59,12,4,10,"Prononcez le mot ""non"" à répétition en vous concentrant sur la symétrie du visage. Portez attention aux micro-mouvements et aux micro-sensations.",Repeat the word ’no’ while focusing on the symmetry of your face. Pay attention to the micro-movements and micro-sensations.,"Spricht den Laut ""ja"" wiederholt aus und konzentriert euch auf die Symmetrie des Gesichts. Achtet auf Mikrobewegungen und Mikrosensationen.","Pronuncia el sonido ""sí"" repetidamente concentrándote en la simetría de la cara. Presta atención a los micro-movimientos y micro-sensaciones.","Pronuncia il suono ""sì"" ripetutamente concentrandoti sulla simmetria del viso. Fai attenzione ai micro-movimenti e alle micro-sensazioni.","Pronuncie a palavra ""não"" repetidamente concentrando-se na simetria do rosto. Preste atenção nos micro-movimentos e micro-sensações.",AVC,Articulation,Mots,,CVA,Articulation,Words,,Schlaganfall,Gelenkung,Wörter,,ACV (Accidente Cerebrovascular),Articulación,Palabras,,ICTUS,Articolazione,Parole,,AVC (Acidente Vascular Cerebral),Articulação,Palavras,
61,12,4,10,Alternez les voyelles o-i en vous concentrant sur la symétrie du visage.,Alternate the vowels o-i while focusing on the symmetry of the face.,Wechselt zwischen den Vokalen o-i und konzentriert euch auf die Symmetrie des Gesichts.,Alterna las vocales o-i concentrándote en la simetría de la cara.,Alterna le vocali o-i concentrandoti sulla simmetria del viso.,"Altere as vogais o-i, concentrando-se na simetria do rosto.",Articulation,Phonèmes,,,Articulation,Phonemes,,,Gelenkung,Laute,,,Articulación,Fonemas,,,Articolazione,Fonemi,,,Articulação,Fonemas,,
61,12,4,10,Alternez les voyelles o-i en vous concentrant sur la symétrie du visage.,Alternate the vowels o-i while focusing on the symmetry of the face.,Wechselt zwischen den Vokalen o-i und konzentriert euch auf die Symmetrie des Gesichts.,Alterna las vocales o-i concentrándote en la simetría de la cara.,Alterna le vocali o-i concentrandoti sulla simmetria del viso.,"Altere as vogais o-i, concentrando-se na simetria do rosto.",AVC,Articulation,Phonèmes,,CVA,Articulation,Phonemes,,Schlaganfall,Gelenkung,Laute,,ACV (Accidente Cerebrovascular),Articulación,Fonemas,,ICTUS,Articolazione,Fonemi,,AVC (Acidente Vascular Cerebral),Articulação,Fonemas,
87,12,4,10,Levez doucement le front et sentez l’absence d’activité musculaire dans la joue (référez au côté sain).,Gently raise your forehead and feel the absence of muscle activity in the cheek (refer to the healthy side).,Hebt vorsichtig die Stirn und spürt die Abwesenheit von Muskelaktivität in der Wange (bezieht euch auf die gesunde Seite).,Levanta suavemente la frente y siente la ausencia de actividad muscular en la mejilla (refiérete al lado sano).,Sollevati delicatamente la fronte e senti l’assenza di attività muscolare nella guancia (riferisciti al lato sano).,Levante suavemente a testa e sinta a ausência de atividade muscular na bochecha (referente ao lado saudável).,Contrôle des syncinésies,Par groupe synkinétique,Syncinésies de la joue,,Control of synkinesis,By synkinetic group,Cheek synkinesis,,Kontrolle von Synkinesien,Nach synkinetischen Gruppen,Wangen-Synkinesien,,Control de sinquinesias,Por grupo sincinético.,Sincinesias de la mejilla,,Controllo delle sincinesie,Per gruppo synkinetico.,Sinclinie della guancia,,Controlo das sinergias.,Por grupo sinérgico.,Sincinesias da bochecha,
88,12,4,10,Souriez lentement en ressentant 2 fils qui se contractent dans les joues et l’absence de mouvement partout ailleurs.,Smile slowly while feeling two threads contracting in your cheeks and the absence of movement everywhere else.,"Lächelt langsam, während ihr zwei Fäden spürt, die sich in den Wangen zusammenziehen, und die Abwesenheit von Bewegung überall sonst.",Sonríe lentamente sintiendo dos hilos que se contraen en las mejillas y la ausencia de movimiento en todas partes.,Sorridi lentamente sentendo due fili che si contraggono nelle guance e l’assenza di movimento altrove.,"Sorria lentamente, sentindo dois fios se contraindo nas bochechas e a ausência de movimento em qualquer outro lugar.",Contrôle des syncinésies,Par activité fonctionnelle,Émotions,,Control of synkinesis,By functional activity,Emotions,,Kontrolle von Synkinesien,Nach funktionaler Aktivität,Emotionen,,Control de sinquinesias,Por actividad funcional.,Emociones,,Controllo delle sincinesie,Per attività funzionale,Emozioni,,Controlo das sinergias.,Por atividade funcional,Emoções,
89,12,4,10,"Répétez doucement les sons pa-po-pu-pi en focalisant sur le contact des lèvres ensemble, et l’absence de mouvement partout ailleurs.","Gently repeat the sounds pa-po-pu-pi, focusing on the contact of the lips together and the absence of movement everywhere else.","Wiederholt sanft die Laute pa-po-pu-pi, während ihr euch auf den Kontakt der Lippen konzentriert und die Abwesenheit von Bewegung überall sonst.",Repite suavemente los sonidos pa-po-pu-pi enfocándote en el contacto de los labios juntos y la ausencia de movimiento en todas partes.,Ripeti dolcemente i suoni pa-po-pu-pi concentrandoti sul contatto delle labbra insieme e sull’assenza di movimento altrove.,"Repita suavemente os sons pa-po-pu-pi, focando no contato dos lábios juntos e na ausência de movimento em qualquer outro lugar.",Contrôle des syncinésies,Par activité fonctionnelle,Parole,,Control of synkinesis,By functional activity,Speech,,Kontrolle von Synkinesien,Nach funktionaler Aktivität,Wort,,Control de sinquinesias,Por actividad funcional.,Palabra,,Controllo delle sincinesie,Per attività funzionale,Parole ,,Controlo das sinergias.,Por atividade funcional,Palavra,
90,12,4,10,"Répétez doucement les sons bi-bo-bu-ba en focalisant sur le contact des lèvres ensemble, et l’absence de mouvement partout ailleurs.","Gently repeat the sounds bi-bo-bu-ba, focusing on the contact of the lips together and the absence of movement everywhere else.","Wiederholt sanft die Laute bi-bo-bu-ba, während ihr euch auf den Kontakt der Lippen konzentriert und die Abwesenheit von Bewegung überall sonst.",Repite suavemente los sonidos bi-bo-bu-ba enfocándote en el contacto de los labios juntos y la ausencia de movimiento en todas partes.,Ripeti dolcemente i suoni bi-bo-bu-ba concentrandoti sul contatto delle labbra insieme e sull’assenza di movimento altrove.,"Repita suavemente os sons bi-bo-bu-ba, focando no contato dos lábios juntos e na ausência de movimento em qualquer outro lugar.",Contrôle des syncinésies,Par activité fonctionnelle,Parole,,Control of synkinesis,By functional activity,Speech,,Kontrolle von Synkinesien,Nach funktionaler Aktivität,Wort,,Control de sinquinesias,Por actividad funcional.,Palabra,,Controllo delle sincinesie,Per attività funzionale,Parole ,,Controlo das sinergias.,Por atividade funcional,Palavra,
91,12,4,10,"Répétez doucement les sons fo-fi-fa-fu-fe en focalisant sur le contact de la lèvre et des dents, et l’absence de mouvement partout ailleurs.","Gently repeat the sounds fo-fi-fa-fu-fe, focusing on the contact between the lip and the teeth, and the absence of movement everywhere else.","Wiederholt sanft die Laute fo-fi-fa-fu-fe, während ihr euch auf den Kontakt zwischen Lippe und Zähnen konzentriert und die Abwesenheit von Bewegung überall sonst.",Repite suavemente los sonidos fo-fi-fa-fu-fe enfocándote en el contacto del labio y los dientes y la ausencia de movimiento en todas partes.,Ripeti dolcemente i suoni fo-fi-fa-fu-fe concentrandoti sul contatto tra labbra e denti e sull’assenza di movimento altrove.,"Repita suavemente os sons fo-fi-fa-fu-fe, focando no contato entre os lábios e os dentes, e na ausência de movimento em qualquer outro lugar.",Contrôle des syncinésies,Par activité fonctionnelle,Parole,,Control of synkinesis,By functional activity,Speech,,Kontrolle von Synkinesien,Nach funktionaler Aktivität,Wort,,Control de sinquinesias,Por actividad funcional.,Palabra,,Controllo delle sincinesie,Per attività funzionale,Parole ,,Controlo das sinergias.,Por atividade funcional,Palavra,
99,12,4,10,"Levez les sourcils doucement et tenez le mouvement avec votre doigt. En même temps, serrez légèrement les dents.","Raise your eyebrows gently and hold the movement with your finger. At the same time, lightly clench your teeth.",Hebt sanft die Augenbrauen und haltet die Bewegung mit dem Finger. Gleichzeitig beißt leicht die Zähne zusammen.,"Levanta las cejas suavemente y mantén el movimiento con tu dedo. Al mismo tiempo, aprieta ligeramente los dientes.","Sollevati delicatamente le sopracciglia e tieni il movimento con il dito. Allo stesso tempo, serra leggermente i denti.","Levante as sobrancelhas suavemente e mantenha o movimento com seu dedo. Ao mesmo tempo, aperte levemente os dentes.",Péri-opératoire,Greffe 5e nerf ou MAT,Tiers supérieur,Actif assisté,Perioperative.,5th nerve graft or MAT,Superior Third,Actived-assisted,Perioperativ,Transplantation des 5e Nervs oder MAT,Oberstufe,Unterstützende Vermögenswerte,Perioperatorio,Implante de quinto nervio o MAT,Nivel superior,Activo asistido,Perioperatorio,Trapianto del quinto nervo o MAT,Terzo superiore,Attivo assistito,Perioperatório,Transplante do 5º nervo ou MAT,Topo tier,Ativo assistido
99,12,4,10,"Levez les sourcils doucement. En même temps, serrez légèrement les dents.","Raise your eyebrows gently. At the same time, lightly clench your teeth.",Hebt sanft die Augenbrauen und haltet die Bewegung mit dem Finger. Gleichzeitig beißt leicht die Zähne zusammen.,"Levanta las cejas suavemente y mantén el movimiento con tu dedo. Al mismo tiempo, aprieta ligeramente los dientes.","Sollevati delicatamente le sopracciglia e tieni il movimento con il dito. Allo stesso tempo, serra leggermente i denti.","Levante as sobrancelhas suavemente. Ao mesmo tempo, pressione levemente os dentes.",Péri-opératoire,Greffe 5e nerf ou MAT,Tiers supérieur,Actif,Perioperative.,5th nerve graft or MAT,Superior Third,Active,Perioperativ,Transplantation des 5e Nervs oder MAT,Oberstufe,Aktiv,Perioperatorio,Implante de quinto nervio o MAT,Nivel superior,Activo,Perioperatorio,Trapianto del quinto nervo o MAT,Terzo superiore,Attivo,Perioperatório,Transplante do 5º nervo ou MAT,Topo tier,Ativo
100,12,4,10,"Froncez les sourcils doucement. Accompagnez le mouvement avec votre doigt. En même temps, serrez légèrement les dents.","Frown gently. Accompany the movement with your finger. At the same time, lightly clench your teeth.",Runzelt sanft die Stirn. Begleitet die Bewegung mit dem Finger. Gleichzeitig beißt leicht die Zähne zusammen.,"Frunce las cejas suavemente. Acompaña el movimiento con tu dedo. Al mismo tiempo, aprieta ligeramente los dientes.","Frunza dolcemente le sopracciglia. Accompagna il movimento con il dito. Allo stesso tempo, serra leggermente i denti.","Franza as sobrancelhas suavemente. Acompanha o movimento com o teu dedo. Ao mesmo tempo, aperta ligeiramente os dentes.",Péri-opératoire,Greffe 5e nerf ou MAT,Tiers supérieur,Actif assisté,Perioperative.,5th nerve graft or MAT,Superior Third,Actived-assisted,Perioperativ,Transplantation des 5e Nervs oder MAT,Oberstufe,Unterstützende Vermögenswerte,Perioperatorio,Implante de quinto nervio o MAT,Nivel superior,Activo asistido,Perioperatorio,Trapianto del quinto nervo o MAT,Terzo superiore,Attivo assistito,Perioperatório,Transplante do 5º nervo ou MAT,Topo tier,Ativo assistido
100,12,4,10,"Froncez les sourcils doucement. En même temps, serrez légèrement les dents.","Frown gently. At the same time, lightly clench your teeth.",Runzelt sanft die Stirn. Begleitet die Bewegung mit dem Finger. Gleichzeitig beißt leicht die Zähne zusammen.,"Frunce las cejas suavemente. Acompaña el movimiento con tu dedo. Al mismo tiempo, aprieta ligeramente los dientes.","Frunza dolcemente le sopracciglia. Accompagna il movimento con il dito. Allo stesso tempo, serra leggermente i denti.","Franzes suavemente as sobrancelhas. Ao mesmo tempo, aperte levemente os dentes.",Péri-opératoire,Greffe 5e nerf ou MAT,Tiers supérieur,Actif,Perioperative.,5th nerve graft or MAT,Superior Third,Active,Perioperativ,Transplantation des 5e Nervs oder MAT,Oberstufe,Aktiv,Perioperatorio,Implante de quinto nervio o MAT,Nivel superior,Activo,Perioperatorio,Trapianto del quinto nervo o MAT,Terzo superiore,Attivo,Perioperatório,Transplante do 5º nervo ou MAT,Topo tier,Ativo
101,12,4,10,"Grognez légèrement en levant les narines. Accompagnez le mouvement avec votre doigt. En même temps, serrez doucement les dents.","Grunt lightly while raising your nostrils. Accompany the movement with your finger. At the same time, gently clench your teeth","Knurrt leicht, während ihr die Nasenlöcher hebt. Begleitet die Bewegung mit dem Finger. Gleichzeitig beißt leicht die Zähne zusammen.","Gruñir ligeramente levantando las narinas. Acompaña el movimiento con tu dedo. Al mismo tiempo, aprieta suavemente los dientes.","Ringhia leggermente alzando le narici. Accompagna il movimento con il dito. Allo stesso tempo, serra dolcemente i denti.","Franzindo ligeiramente o nariz. Acompanhe o movimento com o dedo. Ao mesmo tempo, aperte suavemente os dentes.",Péri-opératoire,Greffe 5e nerf ou MAT,Tiers médian,Actif assisté,Perioperative.,5th nerve graft or MAT,Median Third,Actived-assisted,Perioperativ,Transplantation des 5e Nervs oder MAT,Mitteltier,Unterstützende Vermögenswerte,Perioperatorio,Implante de quinto nervio o MAT,Tercer cuartil,Activo asistido,Perioperatorio,Trapianto del quinto nervo o MAT,Terza mediana,Attivo assistito,Perioperatório,Transplante do 5º nervo ou MAT,Terceiro médio,Ativo assistido
101,12,4,10,"Grognez légèrement en levant les narines.  En même temps, serrez doucement les dents.","Grunt lightly while raising your nostrils. At the same time, gently clench your teeth.","Knurrt leicht, während ihr die Nasenlöcher hebt. Begleitet die Bewegung mit dem Finger. Gleichzeitig beißt leicht die Zähne zusammen.","Gruñir ligeramente levantando las narinas. Acompaña el movimiento con tu dedo. Al mismo tiempo, aprieta suavemente los dientes.","Ringhia leggermente alzando le narici. Accompagna il movimento con il dito. Allo stesso tempo, serra dolcemente i denti.","Rosne levemente enquanto levanta as narinas. Ao mesmo tempo, aperte suavemente os dentes.",Péri-opératoire,Greffe 5e nerf ou MAT,Tiers médian,Actif,Perioperative.,5th nerve graft or MAT,Median Third,Active,Perioperativ,Transplantation des 5e Nervs oder MAT,Mitteltier,Aktiv,Perioperatorio,Implante de quinto nervio o MAT,Tercer cuartil,Activo,Perioperatorio,Trapianto del quinto nervo o MAT,Terza mediana,Attivo,Perioperatório,Transplante do 5º nervo ou MAT,Terceiro médio,Ativo
102,12,4,10,"Souriez bouche ouverte et tenez le mouvement avec votre doigt. En même temps, serrez doucement les dents.","Smile with your mouth open and hold the movement with your finger. At the same time, gently clench your teeth.",Lächelt mit offenem Mund und haltet die Bewegung mit dem Finger. Gleichzeitig beißt leicht die Zähne zusammen.,"Sonríe con la boca abierta y mantén el movimiento con tu dedo. Al mismo tiempo, aprieta suavemente los dientes.","Sorridi a bocca aperta e tieni il movimento con il dito. Allo stesso tempo, serra dolcemente i denti.","Sorria com a boca aberta e segure o movimento com o dedo. Ao mesmo tempo, aperte suavemente os dentes.",Péri-opératoire,Greffe 5e nerf ou MAT,Tiers médian,Actif assisté,Perioperative.,5th nerve graft or MAT,Median Third,Actived-assisted,Perioperativ,Transplantation des 5e Nervs oder MAT,Mitteltier,Unterstützende Vermögenswerte,Perioperatorio,Implante de quinto nervio o MAT,Tercer cuartil,Activo asistido,Perioperatorio,Trapianto del quinto nervo o MAT,Terza mediana,Attivo assistito,Perioperatório,Transplante do 5º nervo ou MAT,Terceiro médio,Ativo assistido
102,12,4,10,"Souriez bouche fermée et tenez le mouvement avec votre doigt. En même temps, serrez doucement les dents.","Smile with your mouth closed and hold the movement with your finger. At the same time, gently clench your teeth.",Lächelt mit offenem Mund und haltet die Bewegung mit dem Finger. Gleichzeitig beißt leicht die Zähne zusammen.,"Sonríe con la boca abierta y mantén el movimiento con tu dedo. Al mismo tiempo, aprieta suavemente los dientes.","Sorridi a bocca aperta e tieni il movimento con il dito. Allo stesso tempo, serra dolcemente i denti.","Sorria com a boca fechada e mantenha o movimento com o seu dedo. Ao mesmo tempo, aperte suavemente os dentes.",Péri-opératoire,Greffe 5e nerf ou MAT,Tiers médian,Actif assisté,Perioperative.,5th nerve graft or MAT,Median Third,Actived-assisted,Perioperativ,Transplantation des 5e Nervs oder MAT,Mitteltier,Unterstützende Vermögenswerte,Perioperatorio,Implante de quinto nervio o MAT,Tercer cuartil,Activo asistido,Perioperatorio,Trapianto del quinto nervo o MAT,Terza mediana,Attivo assistito,Perioperatório,Transplante do 5º nervo ou MAT,Terceiro médio,Ativo assistido
102,12,4,10,"Souriez bouche ouverte. En même temps, serrez doucement les dents.","Smile with your mouth open. At the same time, gently clench your teeth.",Lächelt mit offenem Mund und haltet die Bewegung mit dem Finger. Gleichzeitig beißt leicht die Zähne zusammen.,"Sonríe con la boca abierta y mantén el movimiento con tu dedo. Al mismo tiempo, aprieta suavemente los dientes.","Sorridi a bocca aperta e tieni il movimento con il dito. Allo stesso tempo, serra dolcemente i denti.","Sorria com a boca aberta. Ao mesmo tempo, aperte os dentes suavemente.",Péri-opératoire,Greffe 5e nerf ou MAT,Tiers médian,Actif,Perioperative.,5th nerve graft or MAT,Median Third,Active,Perioperativ,Transplantation des 5e Nervs oder MAT,Mitteltier,Aktiv,Perioperatorio,Implante de quinto nervio o MAT,Tercer cuartil,Activo,Perioperatorio,Trapianto del quinto nervo o MAT,Terza mediana,Attivo,Perioperatório,Transplante do 5º nervo ou MAT,Terceiro médio,Ativo
102,12,4,10,"Souriez bouche fermée. En même temps, serrez doucement les dents.","Smile with your mouth closed. At the same time, gently clench your teeth.",Lächelt mit offenem Mund und haltet die Bewegung mit dem Finger. Gleichzeitig beißt leicht die Zähne zusammen.,"Sonríe con la boca abierta y mantén el movimiento con tu dedo. Al mismo tiempo, aprieta suavemente los dientes.","Sorridi a bocca aperta e tieni il movimento con il dito. Allo stesso tempo, serra dolcemente i denti.","Sorria com a boca fechada. Ao mesmo tempo, aperte suavemente os dentes.",Péri-opératoire,Greffe 5e nerf ou MAT,Tiers médian,Actif,Perioperative.,5th nerve graft or MAT,Median Third,Active,Perioperativ,Transplantation des 5e Nervs oder MAT,Mitteltier,Aktiv,Perioperatorio,Implante de quinto nervio o MAT,Tercer cuartil,Activo,Perioperatorio,Trapianto del quinto nervo o MAT,Terza mediana,Attivo,Perioperatório,Transplante do 5º nervo ou MAT,Terceiro médio,Ativo
103,12,4,10,"Faites un bec et tenez le mouvement avec votre doigt. En même temps, serrez doucement les dents.","Pucker your lips and hold the movement with your finger. At the same time, gently clench your teeth.",Macht einen Kuss und haltet die Bewegung mit dem Finger. Gleichzeitig beißt leicht die Zähne zusammen.,"Haz un beso y mantén el movimiento con tu dedo. Al mismo tiempo, aprieta suavemente los dientes.","Fai un bacio e tieni il movimento con il dito. Allo stesso tempo, serra dolcemente i denti.","Dê um beijo e segure o movimento com o dedo. Ao mesmo tempo, aperte suavemente os dentes.",Péri-opératoire,Greffe 5e nerf ou MAT,Tiers médian,Actif assisté,Perioperative.,5th nerve graft or MAT,Median Third,Actived-assisted,Perioperativ,Transplantation des 5e Nervs oder MAT,Mitteltier,Unterstützende Vermögenswerte,Perioperatorio,Implante de quinto nervio o MAT,Tercer cuartil,Activo asistido,Perioperatorio,Trapianto del quinto nervo o MAT,Terza mediana,Attivo assistito,Perioperatório,Transplante do 5º nervo ou MAT,Terceiro médio,Ativo assistido
103,12,4,10,"Faites une moue et tenez le mouvement avec votre doigt. En même temps, serrez doucement les dents.","Pout and hold the movement with your finger. At the same time, gently clench your teeth.",Macht einen Kuss und haltet die Bewegung mit dem Finger. Gleichzeitig beißt leicht die Zähne zusammen.,"Haz un beso y mantén el movimiento con tu dedo. Al mismo tiempo, aprieta suavemente los dientes.","Fai un bacio e tieni il movimento con il dito. Allo stesso tempo, serra dolcemente i denti.","Faça um bico e segure a expressão com seu dedo. Ao mesmo tempo, aperte suavemente os dentes.",Péri-opératoire,Greffe 5e nerf ou MAT,Tiers inférieur,Actif assisté,Perioperative.,5th nerve graft or MAT,Inferior Third,Actived-assisted,Perioperativ,Transplantation des 5e Nervs oder MAT,Untere Ebene,Unterstützende Vermögenswerte,Perioperatorio,Implante de quinto nervio o MAT,Tercer piso inferior.,Activo asistido,Perioperatorio,Trapianto del quinto nervo o MAT,Terzo inferiore,Attivo assistito,Perioperatório,Transplante do 5º nervo ou MAT,Terço inferior,Ativo assistido
103,12,4,10,"Faites un bec.En même temps, serrez doucement les dents.","Pucker your lips as if making a kiss. At the same time, gently clench your teeth",Macht einen Kuss und haltet die Bewegung mit dem Finger. Gleichzeitig beißt leicht die Zähne zusammen.,"Haz un beso y mantén el movimiento con tu dedo. Al mismo tiempo, aprieta suavemente los dientes.","Fai un bacio e tieni il movimento con il dito. Allo stesso tempo, serra dolcemente i denti.","Faça um biquinho. Ao mesmo tempo, aperte os dentes suavemente.",Péri-opératoire,Greffe 5e nerf ou MAT,Tiers médian,Actif,Perioperative.,5th nerve graft or MAT,Median Third,Active,Perioperativ,Transplantation des 5e Nervs oder MAT,Mitteltier,Aktiv,Perioperatorio,Implante de quinto nervio o MAT,Tercer cuartil,Activo,Perioperatorio,Trapianto del quinto nervo o MAT,Terza mediana,Attivo,Perioperatório,Transplante do 5º nervo ou MAT,Terceiro médio,Ativo
